PositionX,PositionY,PositionZ
-56.39067,-14.03964,0
-56.39067,-14.03964,0
-56.31996,-14.11036,0
-56.31996,-14.11036,0
-56.24925,-14.18107,0
-56.24925,-14.18107,0
-56.17854,-14.25178,0
-56.17854,-14.25178,0
-56.10783,-14.32249,0
-56.10783,-14.32249,0
-56.03712,-14.3932,0
-56.03712,-14.3932,0
-55.96642,-14.46391,0
-55.96642,-14.46391,0
-55.89571,-14.53462,0
-55.89571,-14.53462,0
-55.825,-14.60533,0
-55.825,-14.60533,0
-55.75429,-14.67604,0
-55.75429,-14.67604,0
-55.68358,-14.74676,0
-55.68358,-14.74676,0
-55.61287,-14.81747,0
-55.61287,-14.81747,0
-55.54216,-14.88818,0
-55.54216,-14.88818,0
-55.47145,-14.95889,0
-55.47145,-14.95889,0
-55.40074,-15.0296,0
-55.40074,-15.0296,0
-55.33003,-15.10031,0
-55.23003,-15.10031,0
-55.13004,-15.10031,0
-55.03004,-15.10031,0
-54.93004,-15.10031,0
-54.83004,-15.10031,0
-54.73004,-15.10031,0
-54.63004,-15.10031,0
-54.53004,-15.10031,0
-54.43005,-15.10031,0
-54.33005,-15.10031,0
-54.23005,-15.10031,0
-54.13005,-15.10031,0
-54.03005,-15.10031,0
-53.93005,-15.10031,0
-53.83006,-15.10031,0
-53.73006,-15.10031,0
-53.63006,-15.10031,0
-53.63006,-15.10031,0
-53.55935,-15.0296,0
-53.55935,-15.0296,0
-53.48864,-14.95889,0
-53.48864,-14.95889,0
-53.41793,-14.88818,0
-53.41793,-14.88818,0
-53.34722,-14.81747,0
-53.34722,-14.81747,0
-53.27651,-14.74676,0
-53.27651,-14.74676,0
-53.2058,-14.67604,0
-53.2058,-14.67604,0
-53.13509,-14.60533,0
-53.13509,-14.60533,0
-53.06438,-14.53462,0
-53.06438,-14.53462,0
-52.99368,-14.46391,0
-52.99368,-14.46391,0
-52.92297,-14.3932,0
-52.92297,-14.3932,0
-52.85226,-14.32249,0
-52.85226,-14.32249,0
-52.78155,-14.25178,0
-52.78155,-14.25178,0
-52.71084,-14.18107,0
-52.71084,-14.18107,0
-52.64013,-14.11036,0
-52.64013,-14.11036,0
-52.56942,-14.03964,0
-52.56942,-14.03964,0
-52.49871,-13.96893,0
-52.49871,-13.96893,0
-52.45628,-13.99496,0
-52.45628,-13.99496,0
-52.41386,-13.99829,0
-52.41386,-13.99829,0
-52.37143,-14.00042,0
-52.37143,-14.00042,0
-52.329,-14.00178,0
-52.329,-14.00178,0
-52.28658,-14.00266,0
-52.28658,-14.00266,0
-52.24415,-14.00321,0
-52.24415,-14.00321,0
-52.20172,-14.00357,0
-52.20172,-14.00357,0
-52.15929,-14.0038,0
-52.15929,-14.0038,0
-52.11687,-14.00395,0
-52.11687,-14.00395,0
-52.07444,-14.00404,0
-52.07444,-14.00404,0
-52.03201,-14.0041,0
-52.03201,-14.0041,0
-51.98959,-14.00414,0
-51.98959,-14.00414,0
-51.94716,-14.00416,0
-51.94716,-14.00416,0
-51.90473,-14.00418,0
-51.90473,-14.00418,0
-51.8623,-14.00419,0
-51.8623,-14.00419,0
-51.81988,-14.0042,0
-51.81988,-14.0042,0
-51.83218,-14.0042,0
-51.83218,-14.0042,0
-51.83375,-14.0042,0
-51.83375,-14.0042,0
-51.83476,-14.0042,0
-51.83476,-14.0042,0
-51.8354,-14.0042,0
-51.8354,-14.0042,0
-51.83582,-14.0042,0
-51.83582,-14.0042,0
-51.83608,-14.0042,0
-51.83625,-14.0042,0
-51.83636,-14.0042,0
-51.83643,-14.0042,0
-51.83647,-14.0042,0
-51.8365,-14.0042,0
-51.83652,-14.0042,0
-51.83653,-14.0042,0
-51.83654,-14.0042,0
-51.83654,-14.0042,0
-51.87896,-14.0042,0
-51.87896,-14.0042,0
-51.92139,-14.0042,0
-51.92139,-14.0042,0
-51.96382,-14.0042,0
-51.96382,-14.0042,0
-52.00624,-14.0042,0
-52.00624,-14.0042,0
-52.04867,-14.0042,0
-52.04867,-14.0042,0
-52.0911,-14.0042,0
-52.0911,-14.0042,0
-52.13353,-14.0042,0
-52.13353,-14.0042,0
-52.17595,-14.0042,0
-52.17595,-14.0042,0
-52.21838,-14.0042,0
-52.21838,-14.0042,0
-52.26081,-14.0042,0
-52.26081,-14.0042,0
-52.30323,-14.0042,0
-52.30323,-14.0042,0
-52.34566,-14.0042,0
-52.34566,-14.0042,0
-52.38809,-14.0042,0
-52.38809,-14.0042,0
-52.43052,-14.0042,0
-52.43052,-14.0042,0
-52.47294,-14.0042,0
-52.47294,-14.0042,0
-52.51537,-14.0042,0
-52.51537,-14.0042,0
-52.5578,-14.0042,0
-52.5578,-14.0042,0
-52.60022,-14.0042,0
-52.60022,-14.0042,0
-52.64265,-14.0042,0
-52.64265,-14.0042,0
-52.71336,-13.93349,0
-52.71336,-13.93349,0
-52.78407,-13.86278,0
-52.78407,-13.86278,0
-52.85478,-13.79207,0
-52.85478,-13.79207,0
-52.92549,-13.72136,0
-52.92549,-13.72136,0
-52.9962,-13.65065,0
-52.9962,-13.65065,0
-53.06691,-13.57994,0
-53.06691,-13.57994,0
-53.13762,-13.50923,0
-53.13762,-13.50923,0
-53.20832,-13.43852,0
-53.20832,-13.43852,0
-53.27903,-13.3678,0
-53.27903,-13.3678,0
-53.34974,-13.29709,0
-53.34974,-13.29709,0
-53.42045,-13.22638,0
-53.42045,-13.22638,0
-53.49116,-13.15567,0
-53.49116,-13.15567,0
-53.56187,-13.08496,0
-53.56187,-13.08496,0
-53.63258,-13.01425,0
-53.63258,-13.01425,0
-53.70329,-12.94354,0
-53.70329,-12.94354,0
-53.774,-12.87283,0
